Krig33	Avg33
297	0.000669325	0.000679762
298	0.0005666	0.000643695
299	0.000603009	0.00080879
300	0.000741091	0.000755556
301	0.000520925	0.000631447
302	0.000254569	0.000549886
303	0.000300297	0.000559315
304	0.00041539	0.000449126
305	0.000432632	0.000559177
306	0.000512607	0.000513063
307	0.00041887	0.000408321
308	0.000708379	0.000562115
309	0.000499288	0.000428788
310	0.000438089	0.000421332
311	0.000427893	0.00035964
312	0.000657219	0.00055268
313	0.000340559	0.00042371
314	0.000644045	0.000549188
315	0.000668701	0.000589099
316	0.000598729	0.000559872
317	0.000565344	0.000487398
318	0.00045339	0.000606238
319	0.000705834	0.000640897
320	0.000499003	0.000496527
321	0.000549128	0.000541416
322	0.000513669	0.000547695
323	0.000655057	0.000613101
324	0.000674523	0.000704821
325	0.000545156	0.000585693
326	0.000495457	0.00046825
327	0.000830515	0.000608737
328	0.000373987	0.000525033
329	0.000767878	0.00079253
330	0.000909991	0.000846251
331	0.00093999	0.000815336
332	0.001006705	0.000985119
333	0.000755566	0.000693617
334	0.000726757	0.000632303
335	0.000596991	0.000533077
336	0.000829817	0.000502737
337	0.000473985	0.000494506
338	0.000475334	0.000507676
339	0.000578551	0.000423802
340	0.000548617	0.000474548
341	0.000515755	0.000362257
342	0.000226926	0.000336881
343	0.000448532	0.000405483
344	0.000385165	0.000411001
345	0.000466857	0.000445645
346	0.000550546	0.000460268
347	0.000483701	0.000510164
348	0.00063576	0.000576168
349	0.000505941	0.000454827
350	0.000414127	0.000464272
351	0.000575218	0.000645343
352	0.000370121	0.000397699
353	0.000553499	0.000532493
354	0.000298112	0.000383988
355	0.000383181	0.000451208
356	0.000408659	0.000578207
357	0.000447996	0.000568281
358	0.000242573	0.000489625
359	0.000476847	0.000499799
360	0.000583179	0.000508895
361	0.000667634	0.000724394
362	0.000522841	0.000600869
363	0.000539024	0.000678302
364	0.000779637	0.000742645
365	0.000857297	0.000720563
366	0.000868327	0.000812532
367	0.000646598	0.000607966
368	0.000322486	0.000420422
369	0.000539824	0.000516758
370	0.000421401	0.000519872
371	0.000400958	0.000442136
372	0.000532632	0.000545468
373	0.00054768	0.00054634
374	0.000584451	0.000524241
375	0.000478747	0.000509837
376	0.00041671	0.000470412
377	0.000513728	0.000519169
378	0.000618775	0.00061798
379	0.000554591	0.000646668
380	0.000410804	0.000492368
381	0.000298364	0.000374268
382	0.000576485	0.00046983
383	0.000391641	0.000466035
384	0.000622433	0.000550781
385	0.00062896	0.00063137
386	0.0006987	0.000556185
387	0.000593871	0.000533705
388	0.000352629	0.000464242
389	0.000379149	0.000410037
390	0.000509574	0.000481073
391	0.000301297	0.000485768
392	0.000931081	0.000636875
393	0.000502178	0.000491451
394	0.000701892	0.000543537
395	0.000258688	0.000411303
396	0.000579836	0.000427122
397	0.000719166	0.000541939
398	0.000263612	0.000557807
399	0.000746482	0.000643955
400	0.000441791	0.000457303
401	0.000945541	0.000651625
402	0.000764062	0.000718445
403	0.000165759	0.000443087
404	0.000489316	0.000453401
405	0.000629122	0.000569807
406	0.00066057	0.000680104
407	0.000456268	0.000557487
408	0.000561549	0.000550798
409	0.000450678	0.000513326
410	0.000621801	0.000611676
411	0.000420519	0.000333689
412	0.000484686	0.000489561
413	0.000522126	0.000430411
414	0.000364399	0.000424379
415	0.000469423	0.000463972
416	0.000567571	0.0005436
417	0.000452386	0.000642221
418	0.000608042	0.000602757
419	0.000449743	0.000438118
420	0.000507926	0.000436312
421	0.00057756	0.000628026
422	0.000499572	0.000562359
423	0.000340676	0.000380149
424	0.000524302	0.000477454
425	0.000505013	0.000455021
426	0.000358728	0.000417769
427	0.00042043	0.000436801
428	0.000432125	0.000444212
429	0.000140332	0.000198989
430	0.000280162	0.000367613
431	0.000600021	0.000567511
432	0.000483485	0.000596941
433	0.00082981	0.000771816
434	0.000990505	0.000726072
435	0.000617947	0.000625756
436	0.000519896	0.000598887
437	0.000721375	0.000754347
438	0.000747008	0.000714972
439	0.000408484	0.000493248
440	0.000489597	0.00044417
441	0.000590387	0.000539571
442	0.000620584	0.000636225
443	0.000461183	0.00047021
444	0.000430631	0.000375775
445	0.000469294	0.000369678
446	0.000515032	0.000484259
447	0.000608016	0.000561253
448	0.000672234	0.000550971
449	0.000678417	0.000507713
450	0.000332212	0.000438757
451	0.000829379	0.000626715
452	0.000257854	0.000395402
453	0.000629086	0.000581445
454	0.000450646	0.000435752
455	0.000265807	0.0003214
456	0.000577622	0.000479757
457	0.00029973	0.000480613
458	0.000181726	0.000367119
459	0.000444234	0.000467254
460	0.000468987	0.000479238
461	0.000339271	0.000438449
462	0.000620442	0.000545781
463	0.000449863	0.000640885
464	0.000787248	0.000844134
465	0.000927456	0.000812263
466	0.000558002	0.000575928
467	0.000575183	0.00056471
468	0.000534432	0.000612267
469	0.000622432	0.000627414
470	0.000547121	0.000554715
471	0.000505193	0.000485387
472	0.000526407	0.000447669
473	0.000543606	0.000587101
474	0.000842902	0.00065069
475	0.00046231	0.000459849
476	0.000500183	0.000486558
477	0.000518758	0.000473874
478	0.000478654	0.000440124
479	0.000510616	0.000519977
480	0.000595337	0.000579131
481	0.000282442	0.000411788
482	0.000515137	0.000725375
483	0.000545994	0.000583537
484	0.000568878	0.000537066
485	0.000559492	0.000557331
486	0.000406554	0.000418419
487	0.000278212	0.000434535
488	0.000463165	0.000470725
489	0.000517946	0.000577412
490	0.000691289	0.000634274
491	0.000342447	0.000415259
492	0.000444331	0.000413846
493	0.000443813	0.00060017
494	0.000528591	0.000580088
495	0.000735981	0.00080394
496	0.001368258	0.001316586
497	0.001497214	0.001215241
498	0.000838582	0.000710591
499	0.00044813	0.00038565
500	0.000244019	0.000323999
501	0.000476901	0.00043535
502	0.000378493	0.000372977
503	0.000225869	0.000426727
504	0.000119434	0.000264582
505	0.000360963	0.000527394
506	0.000542438	0.00050042
507	0.000406481	0.000454958
508	0.000550371	0.000567414
509	0.000591432	0.000552096
510	0.000584963	0.0005126
511	0.000514314	0.000499044
512	0.000521519	0.000607199
513	0.000892362	0.00063787
514	0.000596772	0.000584189
515	0.000481457	0.000503017
516	0.000557267	0.000464652
517	0.00044713	0.00049408
518	0.000415186	0.000413816
519	0.000515715	0.000561102
520	0.00052387	0.000615473
521	0.000487253	0.000678803
522	0.000632863	0.000582008
523	0.000651872	0.000575919
524	0.000887949	0.000767764
525	0.000594753	0.000594236
526	0.000608345	0.000586993
527	0.000723886	0.000845722
528	0.00149075	0.001314692
529	0.00104559	0.001167358
530	0.000736196	0.000834148
531	0.000995647	0.000677017
532	0.000594928	0.000606884
533	0.000361887	0.000454952
534	0.000414354	0.000457169
535	0.000837116	0.00062634
536	0.000615514	0.000530016
537	0.000429387	0.000461731
538	0.000427878	0.000413828
539	0.000688456	0.000509656
540	0.000147942	0.000376416
541	0.000525747	0.000417786
542	0.00038088	0.000379136
543	0.000546317	0.000485313
544	0.000530921	0.000539427
545	0.000240158	0.000449859
546	0.000562687	0.000522239
547	0.000550893	0.000499081
548	0.000414455	0.00042752
549	0.000736498	0.000578896
550	0.000467536	0.000425647
551	0.001300384	0.00098962
552	0.000889787	0.000748803
553	0.000581089	0.000806218
554	0.000450024	0.000568581
555	0.000793061	0.000657004
556	0.000417054	0.00057528
557	0.000401612	0.000514527
558	0.00046061	0.000497542
559	0.000583338	0.000629183
560	0.001340082	0.001344087
561	0.001404059	0.001406064
562	0.000991079	0.000935606
563	0.000613719	0.000706871
564	0.000660512	0.000614475
565	0.000566026	0.000512372
566	0.000543404	0.00043244
567	0.000498499	0.000517601
568	0.000381022	0.000517502
569	0.000463456	0.000460416
570	0.000577979	0.000465348
571	0.000468669	0.00037585
572	0.000465145	0.00047516
573	0.000646302	0.000502893
574	0.000692185	0.000465875
575	0.000376133	0.000341398
576	0.000758193	0.000617872
577	0.00036927	0.000391982
578	0.000502861	0.00048664
579	0.000609025	0.000530631
580	0.000389771	0.000463244
581	0.000295301	0.000376392
582	0.000513079	0.000517552
583	0.00081944	0.000804415
584	0.001379857	0.001013687
585	0.000571828	0.000595858
586	0.000542044	0.00058414
587	0.000511202	0.000554085
588	0.000648788	0.000625281
589	0.000842091	0.000887532
590	0.00070042	0.000666527
591	0.000527019	0.000743156
592	0.001320688	0.001388101
593	0.001900621	0.0019227
594	0.001988264	0.001772394
595	0.00113472	0.00112844
596	0.000778138	0.000785339
597	0.000535579	0.00052387
598	0.000734734	0.000777541
599	0.000472879	0.000555742
600	0.000595221	0.00056307
601	0.000976426	0.0006549
602	0.001904478	0.00096511
603	0.000782821	0.000640459
604	0.000654426	0.000516554
605	0.000477393	0.000484172
606	0.00037538	0.000387679
607	0.000375034	0.000350217
608	0.000555679	0.000571514
609	0.00061904	0.000561471
610	0.000158546	0.000364256
611	0.000546343	0.00049455
612	0.000350724	0.000451929
613	0.000461669	0.00043877
614	0.000570198	0.000554524
615	0.00052849	0.00051141
616	0.000381632	0.000588097
617	0.000328249	0.000442437
618	0.000394245	0.000445014
619	0.000478305	0.000505208
620	0.000721039	0.000665903
621	0.001376083	0.001217674
622	0.000564583	0.000687255
623	0.000724291	0.000970989
624	0.002231238	0.001816318
625	0.00296467	0.002480135
626	0.002008915	0.001896403
627	0.001472941	0.001444346
628	0.001573604	0.001530976
629	0.001000887	0.000995165
630	0.001359642	0.001095319
631	0.000806017	0.000846099
632	0.000663055	0.000665063
633	0.000622897	0.000671252
634	0.001647191	0.001034808
635	0.000832065	0.000798326
636	0.000510106	0.000718908
637	0.000551158	0.000565422
638	0.000593851	0.000578553
639	0.000672824	0.000573542
640	0.000549946	0.000529748
641	0.000543982	0.000545411
642	0.000436662	0.00048841
643	0.000204977	0.000353551
644	0.000536875	0.000506471
645	0.000152755	0.00025734
646	0.000669101	0.000551495
647	0.000611386	0.000542822
648	0.000705477	0.000624952
649	0.000486919	0.00045229
650	0.000580717	0.000566538
651	0.000455249	0.000550486
652	0.000748272	0.000620183
653	0.000666314	0.00064889
654	0.000510007	0.0005733
655	0.001154636	0.000958142
656	0.001588692	0.001685877
657	0.001773276	0.001836831
658	0.001750785	0.001770599
659	0.001575024	0.001724643
660	0.002407592	0.002043954
661	0.001937841	0.001943551
662	0.00160537	0.001580447
663	0.001163033	0.00105236
664	0.000566369	0.000575319
665	0.000717268	0.000567983
666	0.00050158	0.000630413
667	0.000822859	0.000701986
668	0.000689599	0.000708363
669	0.000651853	0.00072137
670	0.000766996	0.000672972
671	0.000483104	0.000519841
672	0.000520614	0.000517363
673	0.000594706	0.000533069
674	0.000529681	0.00050308
675	0.000426322	0.000518416
676	0.000558663	0.000513415
677	0.000453916	0.000479145
678	0.000498685	0.00056746
679	0.00051162	0.000693135
680	0.000314517	0.000439536
681	0.000615637	0.000532066
682	0.000784339	0.000660495
683	0.000675706	0.000660139
684	0.000604658	0.000702059
685	0.002025259	0.001064058
686	0.001046377	0.000947995
687	0.000842268	0.000851994
688	0.001223544	0.001188712
689	0.001140739	0.001320843
690	0.00217657	0.002094468
691	0.002479518	0.002468937
692	0.002713394	0.002725924
693	0.002226854	0.002211375
694	0.001167275	0.001265237
695	0.000831959	0.000800806
696	0.000740679	0.000708263
697	0.000596332	0.000634189
698	0.000721367	0.00069713
699	0.000713954	0.000723032
700	0.000602567	0.000638789
701	0.000725295	0.000744197
702	0.000807176	0.000808115
703	0.000566346	0.000638995
704	0.000636738	0.000667508
705	0.000395992	0.000378515
706	0.000487734	0.000450018
707	0.000649088	0.000562906
708	0.000490007	0.000455793
709	0.000771932	0.000560644
710	0.000529893	0.000577185
711	0.000687364	0.000579943
712	0.000393821	0.000486529
713	0.000664896	0.000596396
714	0.000545459	0.000679447
715	0.000692562	0.000712678
716	0.00086861	0.000854973
717	0.000574647	0.000755085
718	0.000678061	0.000796859
719	0.00062814	0.000621701
720	0.00082144	0.000729925
721	0.000968835	0.000858105
722	0.001703764	0.001491037
723	0.002331872	0.002211494
724	0.003097208	0.00281666
725	0.002430205	0.002536259
726	0.001389128	0.001388507
727	0.000513741	0.000690595
728	0.000953711	0.000943679
729	0.000827069	0.000842901
730	0.000787702	0.000765897
731	0.000774798	0.00073722
732	0.000914487	0.000782332
733	0.000885896	0.000905214
734	0.000771522	0.000899198
735	0.000677732	0.000762615
736	0.000968105	0.000852243
737	0.000659383	0.000581619
738	0.000505511	0.000489921
739	0.000602882	0.000564538
740	0.000426265	0.00042602
741	0.00028564	0.000526645
742	0.000482315	0.000453454
743	0.000411325	0.000517001
744	0.000688672	0.000620258
745	0.000764473	0.00055466
746	0.000401183	0.000550486
747	0.000733289	0.000670222
748	0.001131066	0.000758164
749	0.000555108	0.000549508
750	0.000593184	0.000607862
751	0.000323635	0.000521259
752	0.000363785	0.000644592
753	0.000841028	0.000681888
754	0.000827452	0.00084821
755	0.001516357	0.001594131
756	0.002688765	0.002710819
757	0.002547419	0.002685902
758	0.001269947	0.001606529
759	0.00063365	0.001146096
760	0.000715033	0.001269397
761	0.000971089	0.000846148
762	0.000845221	0.000827018
763	0.000286859	0.000648187
764	0.001103672	0.000818084
765	0.000497455	0.000789041
766	0.000675575	0.000770595
767	0.001022366	0.000905952
768	0.000927348	0.000805175
769	0.000477665	0.00043849
770	0.000437294	0.000480521
771	0.000441102	0.000437705
772	0.000430612	0.00040693
773	0.000618186	0.000675826
774	0.00056887	0.000653388
775	0.000664991	0.000623231
776	0.00059784	0.000508346
777	0.000643788	0.000532662
778	0.000514643	0.000477788
779	0.00054654	0.000497775
780	0.00072183	0.000621762
781	0.000824491	0.000692523
782	0.000770862	0.000734338
783	0.0007154	0.000719799
784	0.000554774	0.000693824
785	0.000484185	0.00057691
786	0.000938391	0.000768357
787	0.000737648	0.001239497
788	0.000512984	0.001572374
789	0.000647828	0.000882223
790	0.000524471	0.000717921
791	0.00074851	0.001299337
792	0.000307251	0.000953633
793	0.000568424	0.000659162
794	0.000377538	0.00052834
795	0.000591737	0.000473055
796	0.000791285	0.000632557
797	0.000730905	0.000702174
798	0.000210424	0.0004635
799	0.000588715	0.000603234
800	0.000672324	0.000697124
801	0.000551755	0.000472027
802	0.000433939	0.000384416
803	0.000347371	0.000327094
804	0.000357323	0.000429217
805	0.000546093	0.000552099
806	0.000595606	0.000588469
807	0.000373086	0.000453518
808	0.000539793	0.0005699
809	0.000419135	0.000434703
810	0.000406162	0.00047411
811	0.000568689	0.000581817
812	0.000403044	0.000522834
813	0.000632148	0.000589998
814	0.000516723	0.000606242
815	0.000531077	0.000649272
816	0.00052537	0.000525792
817	0.000658481	0.000521914
818	0.000500255	0.000454726
819	0.000251228	0.000565878
820	0.000743232	0.000650358
821	0.000757594	0.000662287
822	0.000611169	0.000585122
823	0.000453467	0.000525593
824	0.0005494	0.000567796
825	0.00060373	0.000617715
826	0.000591778	0.000621382
827	0.000553032	0.000486559
828	0.000628551	0.000489986
829	0.00030752	0.000417953
830	0.000473998	0.000454525
831	0.000442908	0.000442555
832	0.000401042	0.00044515
833	0.000350943	0.000382858
834	0.00039078	0.000443027
835	0.000586763	0.000529118
836	0.000599952	0.000608472
837	0.000510776	0.000580727
838	0.000599584	0.000546829
839	0.000517023	0.00049394
840	0.000422707	0.00056413
841	0.000332405	0.000505665
842	0.000464203	0.00045188
843	0.000572654	0.000572042
844	0.000418634	0.000545156
845	0.000367131	0.000426245
846	0.00047497	0.000471235
847	0.000615104	0.000611311
848	0.000407536	0.000502253
849	0.000545532	0.000549232
850	0.000594043	0.00055066
851	0.00047717	0.000544754
852	0.000613539	0.000543163
853	0.000756371	0.000708095
854	0.000563556	0.000568711
855	0.000357644	0.00046736
856	0.000770607	0.000680258
857	0.000472848	0.000518779
858	0.000438199	0.000539847
859	0.000452169	0.000431188
860	0.000163293	0.000307349
861	0.000528502	0.000492435
862	0.000464704	0.000440034
863	0.000534347	0.000508556
864	0.000471925	0.000462991
865	0.000471454	0.000428466
866	0.000605126	0.000421269
867	0.00027198	0.000324542
868	0.000527087	0.000554631
869	0.000437327	0.000433891
870	0.000593153	0.000594909
871	0.000635488	0.000638446
872	0.00063761	0.000713367
873	0.000499638	0.000522079
874	0.000548217	0.000648483
875	0.000538937	0.000519837
876	0.00050457	0.000550377
877	0.000547178	0.000560084
878	0.00067744	0.00055783
879	0.000575689	0.000424373
880	0.000654966	0.0005109
881	0.000367685	0.00045567
882	0.000626466	0.00055283
883	0.000609324	0.000531962
884	0.000517445	0.000518306
885	0.000993275	0.000819844
886	0.001235277	0.001048814
887	0.0005163	0.000538047
888	0.000590802	0.000651321
889	0.000515512	0.000580022
890	0.00036478	0.000562304
891	0.000463418	0.000385087
892	0.000377693	0.000368689
893	0.0004824	0.000477169
894	0.000592179	0.000520463
895	0.000621935	0.000550073
896	0.000176755	0.000312
897	0.000123879	0.00035443
898	0.000372931	0.000413852
899	0.000560003	0.000489655
900	0.000487812	0.000495744
901	0.000406681	0.000429426
902	0.000610785	0.00040403
903	0.000476252	0.000585063
904	0.00037011	0.000562348
905	0.000586558	0.000572135
906	0.000345442	0.000557117
907	0.000704438	0.000633391
908	0.000471119	0.000502403
909	0.000554645	0.000552541
910	0.00042387	0.000541349
911	0.000507889	0.000578924
912	0.000884577	0.000730533
913	0.000403586	0.00042152
914	0.000681313	0.000547721
915	0.000498689	0.000466545
916	0.000511384	0.000512821
917	0.00076837	0.000777251
918	0.00078012	0.000752512
919	0.00049693	0.000527591
920	0.000682951	0.000647479
921	0.000712116	0.000698015
922	0.000657921	0.000668381
923	0.000394619	0.000452818
924	0.000373825	0.000442573
925	0.000532401	0.000506621
926	0.000559989	0.000556286
927	0.000592503	0.000512963
928	0.000415339	0.000452482
929	0.000428295	0.000466797
930	0.000435109	0.00044609
931	0.000496636	0.000433992
932	0.000275739	0.000395226
933	0.000441207	0.000455408
934	0.000512726	0.000466917
935	0.00033577	0.000453351
936	0.000452163	0.000527165
937	0.000498275	0.000513101
938	0.000463493	0.0004957
939	0.000434557	0.000457986
940	0.000373032	0.000506546
941	0.000591731	0.000578263
942	0.000532074	0.00054983
943	0.00044804	0.000424152
944	0.000347187	0.000416132
945	0.00043266	0.00044368
946	0.000431144	0.000471526
947	0.00046992	0.000575995
948	0.000499528	0.000501473
949	0.000519362	0.000576155
950	0.000162396	0.000504817
951	0.000550595	0.000598878
952	0.000592296	0.000648235
953	0.000917883	0.000793189
954	0.000733545	0.000572456
955	0.000235001	0.000375519
956	0.000590962	0.000542426
957	0.000430347	0.000424853
958	0.000528305	0.000503868
959	0.000558679	0.000644814
960	0.000447407	0.000483848
961	0.000300236	0.000449393
962	0.000452555	0.000464764
963	0.000547574	0.000449739
964	0.000325461	0.000732164
965	0.000777846	0.00086108
966	0.000688787	0.000724212
967	0.000644731	0.000615682
968	0.00053686	0.00056801
969	0.000520877	0.000486866
970	0.00018898	0.000392261
971	0.000432378	0.00049783
972	0.000716096	0.000677285
973	0.000406042	0.000512162
974	0.000488172	0.00050669
975	0.00038854	0.000411835
976	0.000566173	0.000521403
977	0.000507811	0.000491271
978	0.000382571	0.000391896
979	0.000436655	0.000551998
980	0.000737399	0.000620261
981	0.000608881	0.000622281
982	0.000497364	0.000498305
983	0.000686953	0.000617137
984	0.000705121	0.000653193
985	0.000568017	0.000690996
986	0.00072622	0.00068874
987	0.000645319	0.00064316
988	0.000660801	0.000558688
989	0.000553841	0.000564255
990	0.00043001	0.000469891
991	0.000655221	0.000618655
992	0.000742486	0.000701444
993	0.000519042	0.000517169
994	0.000447433	0.000502605
995	0.000428207	0.000443061
996	0.001069224	0.00098483
