Krig33	Avg33
997	0.000580171	0.000848654
998	0.000667701	0.000710787
999	0.000610915	0.000532488
1000	0.000421898	0.000558857
1001	0.000563721	0.000459121
1002	0.000142663	0.000368639
1003	0.00049907	0.000558854
1004	0.000571187	0.000602325
1005	0.000635432	0.000736753
1006	0.000901991	0.00083914
1007	0.000545891	0.000524633
1008	0.000433535	0.000434811
1009	0.000446589	0.000451397
1010	0.000556187	0.000481341
1011	0.000377733	0.000456206
1012	0.000236278	0.000446897
1013	0.000543757	0.000574028
1014	0.000561383	0.000507462
1015	0.000537323	0.000491016
1016	0.00061432	0.00063313
1017	0.000544365	0.000585556
1018	0.000417643	0.000615592
1019	0.000867749	0.000818166
1020	0.000627233	0.00074988
1021	0.000677208	0.000747197
1022	0.000459011	0.000509569
1023	0.00047317	0.00048844
1024	0.005	0.005
1025	0.005	0.005
1026	0.005	0.005
1027	0.005	0.005
1028	0.005	0.005
1029	0.005	0.005
1030	0.005	0.005
1031	0.005	0.005
1032	0.005	0.005
1033	0.005	0.005
1034	0.005	0.005
1035	0.005	0.005
1036	0.005	0.005
1037	0.005	0.005
1038	0.005	0.005
1039	0.005	0.005
1040	0.005	0.005
1041	0.005	0.005
1042	0.005	0.005
1043	0.005	0.005
1044	0.005	0.005
1045	0.005	0.005
1046	0.005	0.005
1047	0.005	0.005
1048	0.005	0.005
1049	0.005	0.005
1050	0.005	0.005
1051	0.005	0.005
1052	0.005	0.005
1053	0.005	0.005
1054	0.005	0.005
1055	0.005	0.005
1056	0.005	0.005
1057	0.005	0.005
1058	0.005	0.005
1059	0.005	0.005
1060	0.005	0.005
1061	0.005	0.005
1062	0.005	0.005
1063	0.005	0.005
1064	0.005	0.005
1065	0.005	0.005
1066	0.005	0.005
1067	0.005	0.005
1068	0.005	0.005
1069	0.005	0.005
1070	0.005	0.005
1071	0.005	0.005
1072	0.005	0.005
1073	0.005	0.005
1074	0.005	0.005
1075	0.005	0.005
1076	0.005	0.005
1077	0.005	0.005
1078	0.005	0.005
1079	0.005	0.005
1080	0.005	0.005
1081	0.005	0.005
1082	0.005	0.005
1083	0.005	0.005
1084	0.005	0.005
1085	0.005	0.005
1086	0.005	0.005
1087	0.005	0.005
1088	0.005	0.005
1089	0.005	0.005
1090	0.005	0.005
1091	0.005	0.005
1092	0.005	0.005
1093	0.005	0.005
1094	0.005	0.005
1095	0.005	0.005
1096	0.005	0.005
1097	0.005	0.005
1098	0.005	0.005
1099	0.005	0.005
1100	0.005	0.005
1101	0.005	0.005
1102	0.005	0.005
1103	0.005	0.005
1104	0.005	0.005
1105	0.005	0.005
1106	0.005	0.005
1107	0.005	0.005
1108	0.005	0.005
1109	0.005	0.005
1110	0.005	0.005
1111	0.005	0.005
1112	0.005	0.005
1113	0.005	0.005
1114	0.005	0.005
1115	0.005	0.005
1116	0.005	0.005
1117	0.005	0.005
1118	0.005	0.005
1119	0.005	0.005
1120	0.005	0.005
1121	0.005	0.005
1122	0.005	0.005
1123	0.005	0.005
1124	0.005	0.005
1125	0.005	0.005
1126	0.005	0.005
1127	0.005	0.005
1128	0.005	0.005
1129	0.005	0.005
1130	0.005	0.005
1131	0.005	0.005
1132	0.005	0.005
1133	0.005	0.005
1134	0.005	0.005
1135	0.005	0.005
1136	0.005	0.005
1137	0.005	0.005
1138	0.005	0.005
1139	0.005	0.005
1140	0.005	0.005
1141	0.005	0.005
1142	0.005	0.005
1143	0.005	0.005
1144	0.005	0.005
1145	0.005	0.005
1146	0.005	0.005
1147	0.005	0.005
1148	0.005	0.005
1149	0.005	0.005
1150	0.005	0.005
1151	0.005	0.005
