17.8994,-29.2093,-70.1562,
18.1878,-28.8527,-70.1812,
17.9641,-28.8601,-70.0584,
17.6369,-28.8592,-69.9497,
18.1293,-28.5648,-70.1697,
17.9392,-28.5297,-70.0544,
17.6867,-28.5409,-69.9315,
16.7518,-30.1514,-70.1826,
17.106,-29.9005,-70.1235,
16.8517,-29.9065,-70.105,
17.1246,-29.5337,-70.1774,
16.3935,-29.8479,-70.1908,
17.5481,-29.2113,-70.0806,
16.7344,-29.4925,-70.139,
17.19,-29.1901,-70.0741,
16.0377,-29.7932,-70.1068,
16.3789,-29.4933,-70.1682,
16.815,-29.1822,-70.0399,
15.7327,-29.7683,-69.9916,
17.2187,-28.841,-70.034,
16.0412,-29.4614,-70.1019,
16.4929,-29.1725,-69.9256,
18.0012,-28.2525,-70.057,
17.669,-28.2339,-69.9822,
17.9236,-27.9368,-70.0887,
17.3214,-28.1892,-69.9404,
17.6602,-27.9218,-69.9782,
17.3309,-27.8861,-69.8956,
17.5847,-27.4791,-70.1459,
17.9385,-27.2346,-70.093,
17.254,-27.4638,-70.0543,
17.7059,-27.1449,-69.9817,
16.9327,-27.4654,-69.8145,
17.354,-27.1067,-69.8707,
17.0223,-27.1349,-69.8699,
17.6059,-26.8132,-70.1167,
17.334,-26.8528,-69.8607,
17.0165,-26.7789,-69.8577,
17.2681,-26.431,-70.1067,
16.6751,-26.7061,-69.7724,
16.9311,-26.416,-69.874,
17.2795,-26.0901,-70.0606,
16.6636,-26.3582,-69.7224,
16.9412,-26.1189,-69.8902,
16.4147,-26.3681,-69.58,
17.2659,-25.7287,-70.1714,
16.4252,-26.107,-69.5854,
16.9657,-25.7211,-69.983,
16.6728,-25.737,-69.7954,
16.09,-26.0327,-69.5112,
17.2729,-25.3774,-70.0902,
16.3715,-25.7116,-69.652,
16.9862,-25.3552,-69.9381,
16.7205,-25.3626,-69.7448,
17.3014,-25.0318,-70.1576,
16.0565,-25.6981,-69.5367,
17.0048,-25.052,-69.9188,
16.4072,-25.3458,-69.6124,
16.7224,-25.0358,-69.7153,
17.3713,-24.6695,-70.1312,
16.0645,-25.3382,-69.5227,
16.4363,-25.0047,-69.5543,
17.035,-24.676,-69.9529,
15.74,-25.3378,-69.4236,
16.7476,-24.6739,-69.745,
17.375,-24.3288,-70.0176,
16.0835,-24.9973,-69.4633,
17.7289,-23.9754,-70.1013,
16.4445,-24.664,-69.5649,
17.0828,-24.313,-69.7676,
15.8109,-24.984,-69.0985,
18.0875,-23.6841,-70.1186,
17.4217,-23.988,-69.924,
16.8126,-24.2805,-69.5629,
16.086,-24.6405,-69.5272,
17.8061,-23.6837,-70.0155,
15.5771,-24.8688,-68.643,
17.1181,-23.9906,-69.7522,
16.5061,-24.3163,-69.4984,
15.5606,-24.8221,-68.8765,
15.7437,-24.6914,-69.2163,
18.1169,-23.3479,-70.1499,
17.4825,-23.6617,-69.8873,
16.8062,-24.0286,-69.6464,
16.1873,-24.2812,-69.3449,
18.4955,-23.0011,-70.1737,
14.2236,-30.2785,-70.102,
16.8724,-28.8173,-69.9371,
15.7346,-29.4326,-69.9464,
17.3523,-28.4772,-69.9239,
16.1461,-29.1187,-69.8847,
15.2441,-29.562,-70.1216,
14.5733,-29.9077,-70.135,
16.5654,-28.7891,-69.8131,
15.406,-29.3962,-69.9172,
13.867,-30.2198,-70.1823,
14.2472,-29.96,-70.0111,
15.8024,-29.0955,-69.8519,
16.9149,-28.4896,-69.8921,
14.8675,-29.5561,-70.1091,
16.2044,-28.7783,-69.8303,
16.6165,-28.5107,-69.7636,
15.4675,-29.0444,-69.8389,
15.831,-28.7756,-69.8286,
16.9533,-28.154,-69.8912,
13.8395,-29.8249,-70.1394,
14.2246,-29.6147,-69.9852,
14.8851,-29.2496,-70.0007,
16.2861,-28.4852,-69.7885,
15.1399,-29.0532,-69.8021,
13.569,-29.8573,-70.1835,
16.5923,-28.1593,-69.8652,
14.6114,-29.2371,-70.0158,
15.5208,-28.7404,-69.771,
15.8584,-28.4478,-69.8228,
13.8928,-29.512,-70.1431,
13.1967,-29.872,-70.0984,
16.9837,-27.7933,-69.8715,
15.149,-28.7087,-69.7228,
16.2112,-28.1083,-69.8121,
13.5645,-29.5353,-70.0437,
14.3304,-29.1075,-70.0508,
15.4994,-28.4135,-69.6995,
14.532,-28.9001,-69.9413,
16.5878,-27.7696,-69.8478,
13.905,-29.1998,-69.9389,
15.8709,-28.0882,-69.7324,
13.1957,-29.5237,-70.0145,
15.2169,-28.4072,-69.633,
14.4018,-28.7799,-70.0184,
13.568,-29.214,-69.9052,
16.2795,-27.7221,-69.7044,
15.564,-28.0884,-69.6219,
16.6444,-27.4719,-69.8013,
14.5494,-28.5492,-69.7927,
13.8947,-28.9026,-69.7836,
14.8501,-28.3703,-69.6319,
15.9549,-27.7325,-69.6585,
13.2113,-29.2136,-69.8841,
14.4249,-28.5335,-69.8291,
16.3008,-27.4803,-69.7344,
15.1899,-28.0677,-69.6262,
13.5752,-28.89,-69.7853,
15.5798,-27.7337,-69.5998,
12.8438,-29.2179,-69.9315,
14.5844,-28.225,-69.6772,
13.9289,-28.5694,-69.7077,
16.6114,-27.0905,-69.8568,
14.8401,-28.0359,-69.5288,
15.9629,-27.4001,-69.649,
13.2355,-28.8847,-69.7456,
15.2185,-27.7427,-69.5141,
14.3424,-28.1979,-69.6623,
13.5886,-28.5625,-69.677,
16.2671,-27.0781,-69.7588,
12.8928,-28.897,-69.6937,
15.618,-27.3669,-69.5114,
14.8886,-27.6941,-69.4432,
14.0175,-28.1338,-69.7135,
14.323,-27.9607,-69.5886,
15.9172,-27.0684,-69.5793,
13.2288,-28.5147,-69.6979,
15.3077,-27.3516,-69.3276,
13.6044,-28.2319,-69.5687,
16.3216,-26.7126,-69.69,
14.5914,-27.6335,-69.3571,
15.6184,-27.0553,-69.4142,
12.9673,-28.4954,-69.7023,
14.0484,-27.8983,-69.6378,
15.0206,-27.3347,-69.1431,
15.987,-26.7344,-69.5876,
14.3709,-27.6071,-69.4903,
12.5344,-28.6028,-69.4774,
13.234,-28.1854,-69.6672,
15.3499,-27.0103,-69.2238,
13.6348,-27.8974,-69.4519,
14.7095,-27.2931,-69.245,
12.9611,-28.1887,-69.6926,
15.0742,-27.0281,-69.1605,
15.6462,-26.7153,-69.4621,
13.976,-27.6149,-69.3692,
13.2937,-27.9356,-69.4684,
14.3742,-27.3074,-69.2531,
15.3558,-26.7513,-69.2031,
16.0117,-26.372,-69.5619,
14.7551,-27.037,-69.165,
12.4191,-28.2864,-69.2904,
13.6559,-27.5528,-69.3436,
15.089,-26.7552,-69.155,
12.9094,-27.9283,-69.3367,
13.9741,-27.3063,-69.1484,
15.6804,-26.3702,-69.4302,
13.314,-27.6282,-69.2454,
12.5444,-28.0021,-69.2333,
14.3499,-26.9924,-69.0123,
15.374,-26.3827,-69.3302,
13.6421,-27.3091,-69.2244,
12.9186,-27.6497,-69.1114,
14.6888,-26.6695,-69.1665,
12.2276,-27.964,-69.2503,
13.9773,-26.9814,-68.9711,
15.7043,-26.0329,-69.4588,
13.3304,-27.2943,-69.0848,
15.0247,-26.3463,-69.2291,
14.3534,-26.6383,-68.9501,
12.5732,-27.6016,-69.1448,
13.6243,-26.9853,-69.0266,
15.3727,-26.0148,-69.3293,
12.9334,-27.3292,-69.0012,
14.698,-26.3254,-69.0426,
14.0405,-26.6357,-68.9262,
12.2243,-27.621,-69.13,
15.693,-25.6622,-69.4733,
13.3363,-26.9415,-68.9972,
15.057,-25.9944,-69.1876,
14.4304,-26.3108,-68.8681,
12.5875,-27.2514,-69.1085,
13.67,-26.5947,-68.9505,
11.9163,-27.5478,-69.2458,
15.3699,-25.6643,-69.3714,
12.9478,-26.9798,-68.911,
14.7347,-25.9878,-69.0547,
12.2405,-27.2898,-69.0345,
15.0759,-25.6738,-69.1895,
13.3226,-26.6117,-68.9658,
14.4544,-25.9943,-68.8734,
12.613,-26.9688,-68.9965,
13.9803,-26.2168,-68.9895,
15.4847,-25.3125,-69.0918,
11.895,-27.2432,-69.1539,
14.7545,-25.65,-69.0574,
12.9656,-26.613,-68.9155,
13.7158,-26.1879,-68.9881,
12.2401,-26.9655,-68.9813,
15.183,-25.2923,-68.9328,
13.3265,-26.2733,-68.8842,
12.6106,-26.637,-68.8426,
14.0126,-25.8569,-68.9618,
14.427,-25.6111,-68.9409,
11.9078,-26.9231,-69.004,
14.8458,-25.3084,-68.8436,
15.317,-24.9911,-68.6876,
13.7197,-25.855,-69.0161,
12.975,-26.2509,-68.9125,
14.0768,-25.6023,-68.8857,
12.2638,-26.5864,-68.8746,
11.5619,-26.914,-68.9969,
13.2948,-25.9484,-68.8074,
14.4553,-25.2879,-68.8862,
14.9574,-24.9871,-68.6237,
12.6293,-26.2131,-68.8748,
11.92,-26.5912,-68.9036,
12.7934,-29.4998,-70.076,
11.1104,-30.1425,-70.1678,
12.5508,-29.215,-70.0331,
11.1207,-29.8019,-70.102,
10.4511,-30.1404,-70.1875,
12.1906,-29.1711,-69.9343,
12.5478,-28.9406,-69.7197,
10.7685,-29.8123,-70.0427,
10.0644,-30.1203,-70.1892,
11.8387,-29.1302,-69.9107,
12.1994,-28.9021,-69.6923,
11.1046,-29.4875,-69.9815,
10.3931,-29.7873,-70.0833,
11.492,-29.1435,-69.9477,
11.8386,-28.9031,-69.5407,
10.7779,-29.3991,-70.1037,
12.1719,-28.6078,-69.3344,
11.1457,-29.1319,-69.9268,
10.038,-29.7239,-70.1959,
10.4481,-29.4574,-70.0151,
11.463,-28.8864,-69.6697,
11.8563,-28.6277,-69.371,
12.2128,-28.3298,-69.3405,
10.8035,-29.0832,-70.0193,
10.093,-29.458,-69.9865,
11.1293,-28.8444,-69.7028,
11.4744,-28.5625,-69.5351,
10.3975,-29.1451,-69.7719,
11.8797,-28.3159,-69.2877,
9.75156,-29.4057,-70.0529,
