,x,y,aperture
159,39.3698,26.2247,1.34998E-05
160,40.013,25.8658,0.000116578
161,39.0523,26.3271,0.000564593
162,40.4524,25.601,0.000431781
163,38.0694,26.8277,0.000594509
164,40.9449,25.3116,0.000431774
165,39.7245,25.8886,0.000122332
166,38.4545,26.5311,0.00063941
167,37.6757,26.8442,0.000551179
168,38.8057,26.2349,0.000569708
169,38.1157,26.5453,0.000691378
170,39.3898,25.886,0.000140945
171,40.0812,25.5189,0.00039913
172,38.4737,26.2254,0.000587852
173,37.2484,26.8361,0.000469029
174,40.3701,25.2176,0.000272499
175,39.7918,25.5087,0.000513742
176,39.0786,25.865,0.000325087
177,37.7046,26.5162,0.000528711
178,40.0514,25.2324,0.000667628
179,39.462,25.5086,0.000381526
180,40.712,24.8597,0.000147292
181,38.7587,25.8622,0.000477938
182,38.0678,26.1895,0.000636437
183,39.788,25.2775,0.000664869
184,40.3936,24.8696,0.000319222
185,39.1305,25.513,0.000412663
186,37.2588,26.4764,0.000406671
187,38.4481,25.8461,0.000581331
188,40.8943,24.5154,0.000457815
189,37.6645,26.1748,0.000504211
190,39.4901,25.203,0.00044409
191,40.078,24.8526,0.000613736
192,38.7956,25.4988,0.000520508
193,38.0312,25.8234,0.000586833
194,39.1488,25.2193,0.000455419
195,40.4438,24.5103,0.000574929
196,39.7353,24.8512,0.00042364
197,37.2559,26.1216,0.000436751
198,38.4907,25.4667,0.000653982
199,40.8168,24.2362,0.000336123
200,38.802,25.2462,0.000503677
201,39.4586,24.8569,0.00047429
202,37.6195,25.7966,0.000491171
203,40.0337,24.5014,0.000340098
204,36.8714,26.1301,0.000496713
205,38.1228,25.4608,0.000696221
206,40.4365,24.1745,0.000419543
207,38.4715,25.1642,0.000593805
208,37.2949,25.7808,0.000473483
209,39.7191,24.4998,0.000311099
210,39.0935,24.8162,0.000339157
211,37.6902,25.4439,0.000573853
212,39.4476,24.5215,0.00038626
213,38.1784,25.1219,0.000690336
214,38.7442,24.7937,0.000363031
215,36.8805,25.759,0.000397864
216,40.0099,24.1207,0.000164239
217,39.1221,24.4856,0.000438562
218,38.4189,24.8405,0.000670159
219,37.2902,25.4282,0.000497833
220,39.7693,24.1389,0.000303976
221,37.8064,25.0751,0.000682353
222,40.3898,23.7371,0.000191511
223,40.1252,23.8651,0.000244408
224,40.6932,23.5427,0.000354179
225,38.1506,24.8106,0.00066703
226,38.8108,24.4342,0.000551796
227,36.9441,25.4052,0.000457799
228,39.4151,24.1001,0.000280161
229,40.4644,23.508,0.000297689
230,39.8124,23.8204,0.000432819
231,38.4549,24.498,0.000582484
232,37.41,25.0404,0.000665943
233,37.7782,24.8135,0.000624947
234,39.1005,24.0994,0.000399934
235,36.6033,25.3926,0.000327758
236,38.1613,24.5104,0.000650231
237,40.1358,23.4645,0.000413225
238,37.0457,25.0548,0.000591503
239,38.8014,24.1403,0.000567564
240,37.4592,24.7698,0.000585799
241,39.3568,23.7741,0.000277556
242,40.4339,23.1845,0.000365642
243,39.8338,23.4562,0.000500928
244,38.4489,24.133,0.000525978
245,36.6183,25.0632,0.000411537
246,37.7573,24.4587,0.000626496
247,38.9713,23.7825,0.000351759
248,37.0789,24.7493,0.000601314
249,40.1394,23.1196,0.000445765
250,39.4316,23.4847,0.000354204
251,36.5415,24.9531,3.37209E-05
252,37.3978,24.472,0.000563217
253,39.1699,23.5431,0.000561003
254,38.0803,24.0995,0.000485945
255,38.721,23.6905,0.000251757
256,39.7941,23.099,0.000506817
257,36.6111,24.7043,0.000370607
258,38.7829,23.5684,0.000518683
259,37.7154,24.0841,0.000529865
260,38.4115,23.7182,0.000338667
261,37.0365,24.3981,0.000545311
262,40.1749,22.7373,0.00053481
263,39.4722,23.073,0.00076492
264,36.3515,24.6696,0.000247396
265,38.0851,23.734,0.00051383
266,39.3116,23.0739,0.001176183
267,36.2155,24.6856,0.000315929
268,37.36,24.0826,0.000559537
269,39.8482,22.7277,0.000479813
270,38.4032,23.476,0.000372654
271,38.0393,28.8812,0.000392294
272,36.9986,29.4274,0.000472524
273,37.4098,29.1759,0.000567978
274,34.2551,30.8253,0.000501343
275,35.8445,29.9752,0.000401155
276,34.7196,30.4975,0.000504488
277,36.2828,29.6118,0.000502181
278,37.863,28.758,0.00046697
279,36.6551,29.3619,0.00051934
280,35.5811,29.8715,0.000248894
281,37.0515,29.0718,0.000495854
282,34.3352,30.4692,0.000525288
283,35.952,29.5853,0.000434847
284,37.4561,28.7861,0.000603568
285,35.2517,29.8723,0.000389202
286,36.3178,29.2997,0.000477428
287,37.8545,28.4202,0.000573634
288,36.7296,29.0028,0.000516203
289,33.9725,30.4476,0.000420643
290,35.6359,29.5477,0.000271628
291,36.0533,29.2631,0.000439521
292,34.9023,29.828,0.000459318
293,37.0836,28.6679,0.000487492
294,36.4053,28.9876,0.000547654
295,35.2786,29.5619,0.000546427
296,37.5526,28.2835,0.000431215
297,34.107,30.0901,0.000373796
298,35.6494,29.2419,0.000531738
299,36.7907,28.6424,0.000505616
300,34.5431,29.811,0.000464339
301,36.0682,28.9435,0.000529641
302,37.15,28.3222,0.000351311
303,33.7832,30.0769,0.000294221
304,35.332,29.2616,0.000778662
305,36.4755,28.6338,0.000509345
306,34.9458,29.4229,0.000511344
307,37.554,27.9846,0.000250633
308,34.1825,29.7436,0.000378491
309,35.6959,28.9485,0.000617045
310,34.609,29.4464,0.000497537
311,36.1016,28.6166,0.000607015
312,33.8397,29.7491,0.000340275
313,37.2194,27.9689,0.000190258
314,36.5006,28.3199,0.000549421
315,35.3731,28.9006,0.000643796
316,34.2475,29.4393,0.000407018
317,33.6283,29.7589,0.000276252
318,34.8749,29.0622,0.000542157
319,36.1823,28.3056,0.000621741
320,35.7592,28.498,0.000521737
321,37.59,27.5311,0.000447982
322,36.9362,27.8757,0.000153109
323,34.7231,29.0202,0.000487256
324,33.9367,29.4134,0.00043336
325,37.183,27.6513,0.000234563
326,36.5534,27.9549,0.00048294
327,34.3329,29.1155,0.000443392
328,34.9252,28.7372,0.000450757
329,33.6283,29.4008,0.000412287
330,35.4161,28.4531,0.000475268
331,34.8159,28.7092,0.000407445
332,36.1986,27.9453,0.000563059
333,35.7324,28.1471,0.000474821
334,33.9468,29.0532,0.000467335
335,37.0888,27.3841,0.000235821
336,35.0616,28.4087,0.000467458
337,34.411,28.7461,0.000516439
338,36.6123,27.5956,0.000407045
339,35.474,28.1259,0.00047308
340,37.0591,27.2647,0.000179627
341,34.7915,28.4342,0.000426176
342,35.8432,27.873,0.000538872
343,36.2409,27.5952,0.000570314
344,33.6738,28.9342,0.000344251
345,35.1454,28.1009,0.000413165
346,33.9401,28.6941,0.000435833
347,36.8803,27.1426,0.000465202
348,36.6676,27.245,0.000432393
349,33.3089,28.9947,0.000424622
350,35.5101,27.818,0.000495579
351,34.4589,28.356,0.000492521
352,35.9084,27.5271,0.000457521
353,33.7201,28.6223,0.000409621
354,34.8322,28.0362,0.00042648
355,34.0611,28.3937,0.000507257
356,36.2957,27.1972,0.000504616
357,35.1396,27.7539,0.000452362
358,35.5661,27.48,0.000468682
359,36.8488,26.8044,0.000400147
360,34.4944,28.0219,0.000375874
361,33.3645,28.5576,0.000413421
362,33.6456,28.4007,0.000355525
363,35.9585,27.1432,0.000463239
364,34.8495,27.692,0.000394138
365,34.1194,28.0548,0.000444602
366,36.3509,26.8463,0.000478742
367,35.1945,27.4073,0.000492897
368,34.5882,27.6963,0.000333486
369,35.6165,27.1154,0.000414202
370,36.8806,26.4431,0.000465549
371,32.9416,28.4645,0.00027814
372,34.9101,27.4289,0.000348927
373,36.0078,26.8066,0.000490988
374,33.7123,27.9965,0.000409113
375,33.3661,28.1532,0.000319453
376,34.1555,27.7097,0.000448554
377,35.2889,27.1079,0.00040468
378,36.4093,26.4872,0.000497541
379,33.0521,28.2449,9.80504E-05
380,36.5085,26.4148,0.000501678
381,34.5701,27.4236,0.000441118
382,33.4306,27.9493,0.000294145
383,35.6696,26.7658,0.000486068
384,34.9375,27.0985,0.000443834
385,36.0587,26.4556,0.000520939
386,33.758,27.58,0.000400816
387,33.0312,27.9381,0.000386092
388,35.3389,26.7331,0.000449088
389,32.6891,28.1144,0.000316444
390,34.1851,27.3037,0.000436257
391,36.4732,26.1053,0.000565676
392,34.5697,27.0645,0.000503366
393,33.4621,27.6161,0.000396689
394,35.7097,26.4282,0.000511511
395,34.9796,26.7244,0.000477978
396,36.1231,26.0572,0.000486822
397,33.8311,27.2122,0.000412032
398,35.3561,26.3752,0.00050713
399,36.5235,25.749,0.000366834
400,34.1902,26.9535,0.000437938
401,35.7633,26.0915,0.000528861
402,33.0701,27.4436,0.00037347
403,34.6294,26.6133,0.000548475
404,33.4887,27.1896,0.000344074
405,33.8595,26.8943,0.000392834
406,34.2628,26.6524,0.000514231
407,35.3975,26.0392,0.000442177
408,32.7059,27.4481,0.000279553
409,36.225,25.6054,9.79125E-05
410,34.973,26.2413,0.000431184
411,35.8158,25.7073,0.000382634
412,33.1622,27.0223,0.000258126
413,32.4751,27.3762,0.000388507
414,34.343,26.3245,0.000615484
415,34.8537,26.0539,0.000345841
416,33.5084,26.7541,0.000438439
417,32.8389,27.0979,0.000465136
418,35.0173,25.9521,0.000327653
419,35.4623,25.7037,0.000416994
420,33.8756,26.525,0.000507643
421,36.3512,25.2229,5.48881E-05
422,35.9085,25.374,0.000298628
423,34.8039,25.9184,0.000248749
424,32.4945,27.058,0.000522914
425,35.0868,25.6628,0.000437218
426,33.2054,26.6346,0.000337751
427,36.2483,25.0379,0.000341725
428,35.5036,25.377,0.000458121
429,32.9503,26.6816,0.00026939
430,33.9129,26.1683,0.000426215
431,33.5108,26.3605,0.000451077
432,34.4376,25.8531,0.000472305
433,35.9344,25.0166,0.000340598
434,32.177,26.9835,0.00045333
435,34.7088,25.6179,0.000383448
436,32.5651,26.7106,0.000458254
437,35.1523,25.3269,0.000492814
438,33.3258,26.2722,0.000421168
439,33.0059,26.3658,0.000350121
440,34.002,25.8328,0.000466214
441,35.5627,25.0081,0.000442016
442,33.4762,31.142,0.000254608
443,33.9209,30.7915,0.00041306
444,33.1399,31.1003,0.000281284
445,33.564,30.7743,0.000295891
446,32.8017,31.1349,0.000228859
447,33.1965,30.7497,0.000192048
448,32.5276,31.064,0.000289734
449,32.8275,30.757,0.000274514
450,33.4876,30.3646,0.000225948
451,33.2114,30.4098,8.25526E-05
452,33.2618,30.3724,0.000177082
453,32.505,30.7221,0.000338996
454,33.523,30.0383,0.000190226
455,33.2204,30.1074,0.000140291
456,32.6315,30.3851,0.000453696
457,32.0211,30.642,0.000217942
458,32.3903,30.3305,0.0004509
459,32.2441,30.3802,0.000406355
460,31.5318,30.7263,0.000473245
461,32.8913,29.9652,0.000228368
462,33.2311,29.7652,0.000210591
463,31.6432,30.5487,0.000421941
464,32.4692,29.9718,0.000388496
465,32.8339,29.7005,0.0003176
466,30.8938,30.6958,0.000488489
467,33.2526,29.3851,0.000403551
468,31.6777,30.2061,0.00041519
469,32.1074,29.898,0.000458416
470,30.5717,30.6709,0.000550398
471,32.4792,29.5545,0.000331195
472,29.8323,30.9345,0.000534924
473,30.9181,30.3518,0.000492444
474,31.7431,29.8859,0.000454661
475,31.2936,30.1108,0.000457263
476,32.8059,29.3053,0.000351906
477,30.6251,30.3237,0.00054167
478,29.5017,30.903,0.000555243
479,32.2028,29.4464,0.000364751
480,29.9582,30.5752,0.000747926
481,31.0613,29.9873,0.000450812
482,30.949,30.0345,0.000484679
483,31.3462,29.7916,0.000515341
484,31.8096,29.5395,0.000505013
485,30.3057,30.3288,0.000538403
486,32.4512,29.1898,0.000361433
487,29.132,30.8702,0.000397033
488,30.2585,30.2638,0.000477383
489,32.8932,28.857,0.000370096
490,30.7254,29.9922,0.000470095
491,29.5758,30.5704,0.000592997
492,30.6316,30.0174,0.000442639
493,32.3127,29.1129,0.000261353
494,30.0001,30.2659,0.000576647
495,31.0647,29.6837,0.000472902
496,32.5368,28.8646,0.000388686
497,31.851,29.2026,0.000493941
498,30.3542,29.9867,0.000452246
499,31.4243,29.4156,0.000484301
500,29.9301,30.1904,0.000321655
501,30.2723,29.9775,0.000431003
502,29.1421,30.5161,0.000443594
503,30.7676,29.6446,0.000466262
504,29.5809,30.2229,0.000450713
505,32.2898,28.8016,0.000348941
506,31.1291,29.3325,0.000440729
507,32.6526,28.4763,0.000348104
508,29.9751,29.8705,0.00038628
509,28.7533,30.4858,0.000501434
510,30.4066,29.6151,0.00041925
511,31.4576,29.052,0.000387969
512,31.9094,28.8042,0.00040555
513,29.2245,30.2083,0.00044177
514,30.8098,29.32,0.000464501
515,29.6339,29.9268,0.000390328
516,32.3437,28.4321,0.000377006
517,29.6972,29.7882,0.000302353
518,31.1854,29.0004,0.000378885
519,28.9734,30.1301,0.000334394
520,31.5707,28.7465,0.000436637
521,30.0205,29.5412,0.000354674
522,29.3758,29.8473,0.000324172
523,30.4528,29.2805,0.000471954
524,31.9536,28.4469,0.000492388
525,30.8611,28.9533,0.000445634
526,28.6048,30.1098,0.000416945
527,29.7765,29.4571,0.000262025
528,31.2143,28.6847,0.000463106
529,32.3699,28.0491,0.00034138
530,28.9956,29.806,0.000338239
531,30.0726,29.2337,0.000400578
532,31.62,28.3702,0.000475874
533,30.5132,28.9057,0.000443341
534,29.4109,29.4717,0.000272665
535,32.0283,28.0542,0.000459444
536,30.8747,28.6288,0.000460219
537,28.6598,29.7156,0.000392676
538,31.2801,28.3379,0.000462996
539,32.4527,27.6975,0.000245427
540,29.029,29.483,0.000364344
541,29.7011,29.1187,0.000245646
542,30.1389,28.873,0.000442364
543,31.6693,28.0273,0.000523702
544,28.3342,29.7076,0.000389345
545,29.5241,29.0452,0.00012064
546,30.5378,28.5065,0.000400317
547,32.0792,27.6915,0.000305163
548,30.9325,28.2737,0.000452557
549,29.7838,28.8109,0.000289903
550,31.3451,27.9799,0.000550066
551,28.6925,29.363,0.000395629
552,29.0914,29.1108,0.000272082
553,30.2289,28.4825,0.00042051
554,29.5268,28.8147,0.000244947
555,31.6888,27.6798,0.000405679
556,28.3694,29.3682,0.000425486
557,30.5741,28.2131,0.000359502
558,31.3502,27.7684,0.000544763
559,32.1217,27.3163,0.000341418
560,29.8997,28.4752,0.000345767
561,30.9712,27.8988,0.000349539
562,28.7333,29.0104,0.000351315
563,30.2534,28.1572,0.000321846
564,29.1362,28.7144,0.000310212
565,29.52,28.4635,0.000364391
566,31.7752,27.2776,0.00033304
567,30.6521,27.8598,0.000365127
568,28.4079,28.9945,0.000504748
569,31.0457,27.5932,0.000424937
570,29.9723,28.0724,0.000313919
571,28.8158,28.6156,0.000321025
572,31.4378,27.237,0.000388408
573,30.2723,27.8336,0.00031845
574,31.8181,26.9633,0.000479814
575,28.0842,28.9127,0.000497647
576,29.5765,28.1106,0.000396478
577,29.1396,28.3112,0.000367921
578,28.4751,28.652,0.000462826
579,28.6975,30.8393,0.000451058
580,28.0312,31.0326,0.000535836
581,28.4016,30.7928,0.000741645
582,28.113,30.8201,0.000612052
583,27.6866,31.0068,0.00059983
584,28.4305,30.5338,0.000599755
585,27.6838,30.799,0.000690157
586,28.0996,30.5375,0.000553043
587,28.4946,30.1776,0.000435066
588,27.2419,30.8007,0.000621525
589,27.7641,30.4917,0.000726682
590,26.242,31.1376,0.000807268
591,28.0728,30.1565,0.000494413
592,28.2669,30.0325,0.000428426
593,27.2632,30.439,0.000582124
594,27.671,30.1435,0.000561032
595,25.8568,31.0857,0.000860568
596,27.9158,29.9984,0.000532961
597,26.8427,30.4194,0.000741801
598,27.2706,30.0887,0.000649732
599,25.3079,31.077,0.000769051
600,26.5182,30.4259,0.001002468
601,27.9287,29.6844,0.000587419
602,25.8248,30.7325,0.000786075
603,26.8944,30.0685,0.00069622
604,24.9682,31.0406,0.000648833
605,27.3027,29.7318,0.000715666
606,27.9887,29.3679,0.000629857
607,25.4952,30.6669,0.000832223
608,26.5333,30.0667,0.000802998
609,24.6927,31.0119,0.000711016
610,27.7386,29.4114,0.000710694
611,25.8606,30.385,0.00080446
612,26.9875,29.7038,0.000709748
613,25.0888,30.6501,0.000868621
614,23.9562,31.2218,0.000871182
615,26.1817,30.0586,0.000810651
616,24.3223,30.9868,0.00071744
617,25.4358,30.3413,0.000731024
618,26.6267,29.6902,0.000831198
619,24.7437,30.6414,0.000951562
620,27.0041,29.4306,0.000622933
621,25.8376,30.0186,0.000830522
622,40.1706,22.4418,0.000624281
623,40.7675,22.1238,0.000649247
624,40.4001,21.9876,0.000777278
625,40.1728,22.0969,0.00064512
626,40.8296,21.7474,0.000801391
627,40.5057,21.6618,0.000853219
628,40.1916,21.6638,0.000798787
629,39.8764,21.7256,0.000936257
630,40.5209,21.3356,0.000835844
631,40.5604,21.032,0.000738261
632,39.9012,21.3607,0.001383933
633,39.6018,21.3494,0.001673702
634,39.9332,21.0683,0.001500211
635,40.1996,20.8772,0.001156575
636,40.5683,20.6905,0.000836186
637,40.2666,20.8119,0.001010789
638,39.6266,21.0929,0.001464217
639,39.9011,20.7144,0.001018848
640,40.1111,20.3486,0.000622773
641,39.4399,20.6315,0.000878511
642,39.8068,20.3588,0.000589851
643,39.4796,20.2946,0.000596847
644,39.7696,19.9753,0.000555983
645,39.0836,20.2705,0.00055491
646,40.8683,19.3002,0.000768413
647,39.4421,19.9457,0.00063535
648,39.7612,19.5926,0.000613489
649,39.0942,19.9157,0.000646782
650,40.8842,18.9525,0.000713478
651,39.3789,19.5755,0.000524408
652,39.7827,19.232,0.000758427
653,38.9996,19.5123,0.000558574
654,39.4437,19.2333,0.00072003
655,39.8042,19.0025,0.000641052
656,38.7046,19.5206,0.000543756
657,39.0334,19.2265,0.0007316
658,40.8783,18.204,0.00061763
659,38.6777,19.2423,0.000659909
660,40.2156,18.3419,0.000664007
661,39.0547,18.8617,0.000874311
662,38.7881,18.8648,0.001130694
663,39.3772,18.5279,0.000534026
664,39.8747,18.1519,0.000728407
665,39.0657,18.5266,0.000745658
666,38.3425,18.8505,0.00059579
667,39.4758,18.1545,0.000607971
668,38.7509,18.5139,0.000891127
669,39.714,17.9495,0.000698819
670,38.4831,18.487,0.000901211
671,39.0624,18.1706,0.000650464
672,39.4452,17.9004,0.00065087
673,38.7391,18.2,0.000892321
674,39.1436,17.8589,0.000716555
675,38.4649,18.152,0.000888626
676,38.9871,23.1083,0.001244449
677,36.6428,24.3347,0.000508193
678,37.7219,23.7131,0.000555659
679,36.0852,24.5523,0.000243503
680,39.4987,22.7438,0.000701029
681,37.0046,24.04,0.000536205
682,39.2609,22.8433,0.001616867
683,39.908,22.4595,0.000607601
684,36.3555,24.3061,0.000367045
685,38.0773,23.3784,0.000367035
686,37.3538,23.7063,0.000476279
687,38.5247,23.0794,0.001028215
688,36.6604,23.9907,0.000473398
689,37.757,23.4175,0.000444739
690,36.0848,24.2635,0.000356363
691,39.6005,22.4033,0.00073395
692,36.9871,23.7343,0.000483571
693,38.7254,22.7573,0.001018864
694,38.1298,23.0237,0.000809619
695,36.7124,23.7467,0.000455924
696,39.2023,22.42,0.001416361
697,37.3794,23.3679,0.000355961
698,39.8287,22.0571,0.000706465
699,36.1053,23.9091,0.000351225
700,39.5392,22.0773,0.000876576
701,36.9707,23.3703,0.000293582
702,38.876,22.3707,0.001176883
703,36.3025,23.678,0.0003938
704,35.7547,23.8569,0.00041284
705,39.2445,22.0311,0.000783123
706,37.5728,22.8888,0.001363092
707,36.6123,23.3861,0.000378751
708,38.4398,22.3463,0.000195295
709,37.2486,22.9588,0.000146708
710,37.8289,22.6167,0.002210096
711,39.4689,21.6878,0.000942382
712,36.2255,23.3567,0.000319719
713,38.7791,22.0103,0.00094714
714,36.8991,22.9781,0.000238564
715,37.3438,22.747,0.000526746
716,38.0378,22.3501,0.000861956
717,39.2148,21.6688,0.000923545
718,35.779,23.4488,0.000342378
719,38.414,21.9962,0.000523228
720,37.7464,22.3149,0.001866242
721,37.1224,22.6157,0.000109162
722,38.8779,21.6615,0.000893765
723,36.5001,22.9065,0.000189465
724,35.4906,23.4173,0.000368358
725,38.1091,21.9847,0.000172548
726,39.2496,21.3616,0.001623472
727,35.8167,23.1331,0.000397962
728,36.1796,22.9301,0.000205344
729,36.8613,22.5349,0.000167068
730,37.2722,22.3097,0.000237891
731,38.4855,21.6592,0.000813486
732,36.539,22.6206,0.000225787
733,37.7218,21.9931,0.000521937
734,35.8502,22.9624,0.000449988
735,39.2259,21.1044,0.001562271
736,38.1539,21.6342,0.001214221
737,35.4712,23.0216,0.000336539
738,38.9151,21.2183,0.001403028
739,36.2058,22.5919,0.000259111
740,36.8223,22.2566,0.000136565
741,37.3537,21.9662,0.000821807
742,38.6208,21.232,0.001572405
743,35.3672,22.913,0.000225782
744,38.269,21.3662,0.002051457
745,37.9129,21.5493,0.001407096
746,35.8786,22.6134,0.000473749
747,36.5709,22.2466,0.000430699
748,35.6819,22.6574,0.000389994
749,38.3897,21.212,0.002160691
750,38.5399,21.1431,0.001571939
751,37.2378,21.754,0.002186404
752,36.9463,21.9349,0.000215005
753,37.5092,21.6182,0.000264582
754,36.26,22.2115,0.000425045
755,35.5099,22.5939,0.00030927
756,39.097,20.5759,0.000853729
757,38.7977,20.6928,0.000745877
758,35.8404,22.2185,0.000360143
759,37.266,21.435,0.002051151
760,36.3799,21.9188,0.000831902
761,36.503,21.8507,0.000406404
762,37.031,21.571,0.0004476
763,36.144,21.9327,0.000518011
764,37.4176,21.2584,0.00098362
765,37.9267,20.9758,0.002050702
766,36.6933,21.5667,0.000542903
767,36.9659,21.3006,0.00233461
768,38.4047,20.5799,0.000682793
769,37.0782,21.2523,0.000801955
770,35.7404,21.916,0.000190639
771,38.1576,20.636,0.001072521
772,36.2719,21.5693,0.000493741
773,38.7819,20.2523,0.000793624
774,37.4685,20.8994,0.001020846
775,36.9257,21.1538,0.00188369
776,37.8241,20.6974,0.001225496
777,35.3662,21.9595,0.000307391
778,36.6806,21.2369,0.000704595
779,38.4745,20.2798,0.000862779
780,37.5415,20.6521,0.000993511
781,35.0464,21.9518,0.000262174
782,38.1136,20.3288,0.000771815
