#MEDIUM_PROPERTIES_DISTRIBUTED
$MSH_TYPE
 LIQUID_FLOW
$MMP_TYPE
 GEOMETRY_AREA
$DIS_TYPE
 ELEMENT
$DATA
0	3.0827308702017294e-08
1	2.1852384873718634e-08
2	1.5250087660263376e-08
3	1.400488759287245e-08
4	9.586662816545047e-09
5	8.44836019256985e-09
6	1.6296434531422044e-08
7	2.333244544805871e-08
8	2.659603103393738e-08
9	3.924388842198225e-08
10	4.160676092212117e-08
11	3.150820939702806e-08
12	2.229831711566898e-08
13	2.555928429375866e-08
14	2.2564196414943748e-08
15	3.198977377669563e-08
16	2.5750955711999996e-08
17	1.9212618846888742e-08
18	1.9740928104215567e-08
19	1.472968641714199e-08
20	2.373613768666734e-08
21	7.183023066502084e-08
22	7.817612348088218e-08
23	2.500324724391699e-08
24	4.7074841218382433e-08
25	4.674011922706143e-08
26	4.133427856731681e-08
27	3.477406519253926e-08
28	2.747725455250548e-08
29	3.4092272748014993e-08
30	3.226017818616331e-08
31	2.0821800447106227e-08
32	6.82379018692137e-08
33	3.023048823659268e-08
34	1.487547657146149e-08
35	2.537149929109467e-08
36	2.3251924956049583e-08
37	2.0950188403340826e-08
38	5.915742698187401e-08
39	4.251656149418428e-08
40	2.1136660008593424e-08
41	4.7648863797898476e-08
42	5.3508894239095046e-08
43	3.990437222800926e-08
44	3.5022447620473836e-08
45	1.4073732829257858e-08
46	1.446188578664517e-08
47	2.5920859260273153e-08
48	1.2781502244578967e-08
49	2.7760827344186915e-08
50	2.0196403484299012e-08
51	1.3863974732464392e-08
52	5.1993266336496636e-08
53	2.4017921611338943e-07
54	1.8867776037334258e-07
55	5.6003873758175206e-08
56	2.7847886899671365e-08
57	3.707237378997816e-08
58	2.680332942630084e-08
59	2.8483940027184314e-08
60	2.573908535724297e-08
61	2.3176925123967086e-08
62	2.395046274669421e-08
63	1.3127877432745654e-08
64	1.1620246462618525e-07
65	5.9336823692367415e-08
66	1.9038276354703537e-08
67	2.514315052474448e-08
68	2.3390378120354995e-08
69	2.9183600563063322e-08
70	5.592698263229753e-08
71	1.8352055640618577e-08
72	2.3081101572973984e-08
73	2.9519390454187513e-08
74	4.595778839562884e-08
75	4.4427324375605394e-08
76	3.8578916806245754e-08
77	2.596708943968428e-08
78	2.4268041055420564e-08
79	2.665558238359171e-08
80	2.1466988970157497e-08
81	3.501264966626397e-08
82	2.1183355018872257e-08
83	7.470035097892762e-09
84	9.84843685744287e-08
85	3.480281633331451e-07
86	3.541866477617444e-07
87	7.909712991810556e-08
88	2.914541423148e-08
89	2.9834855677543467e-08
90	4.080250674615456e-08
91	1.909849950095346e-08
92	9.662128074189115e-09
93	1.744927701057266e-08
94	1.7860741579373276e-08
95	1.3161372864300414e-08
96	8.604981661670678e-08
97	3.313346998466073e-08
98	2.890683847068543e-08
99	2.5606306992297873e-08
100	1.6537186416960188e-08
