,NodeTag,x,y,z
275,275,-27.9233,-19.7782000000328,0
276,276,-27.9233,-18.7782000000356,0
277,277,-27.9233,-17.7782000000385,0
278,278,-27.9233,-16.7782000000413,0
279,279,-27.9233,-15.7782000000441,0
280,280,-27.9233,-14.778200000047,0
281,281,-27.9233,-13.7782000000498,0
282,282,-27.9233,-12.7782000000527,0
283,283,-27.9233,-11.7782000000555,0
284,284,-27.9233,-10.7782000000583,0
285,285,-27.9233,-9.77820000006118,0
286,286,-27.9233,-8.77820000006402,0
287,287,-27.9233,-7.77820000006686,0
288,288,-27.9233,-6.7782000000697,0
289,289,-27.9233,-5.77820000007254,0
290,290,-27.9233,-4.77820000007538,0
291,291,-27.9233,-3.77820000007822,0
292,292,-27.9233,-2.77820000008105,0
293,293,-27.9233,-1.77820000008389,0
294,294,-27.9233,-0.778200000086041,0
295,295,-27.9233,0.221799999915973,0
296,296,-27.9233,1.22179999991868,0
297,297,-27.9233,2.22179999992139,0
298,298,-27.9233,3.2217999999241,0
299,299,-27.9233,4.22179999992682,0
300,300,-27.9233,5.22179999992952,0
301,301,-27.9233,6.22179999993224,0
302,302,-27.9233,7.22179999993494,0
303,303,-27.9233,8.22179999993766,0
304,304,-27.9233,9.22179999994037,0
305,305,-27.9233,10.2217999999431,0
306,306,-27.9233,11.2217999999458,0
307,307,-27.9233,12.2217999999485,0
308,308,-27.9233,13.2217999999512,0
309,309,-27.9233,14.2217999999539,0
310,310,-27.9233,15.2217999999566,0
311,311,-27.9233,16.2217999999593,0
312,312,-27.9233,17.2217999999621,0
313,313,-27.9233,18.2217999999648,0
314,314,-27.9233,19.2217999999675,0
315,315,-27.9233,20.2217999999702,0
316,316,-27.9233,21.2217999999729,0
317,317,-27.9233,22.2217999999756,0
318,318,-27.9233,23.2217999999783,0
319,319,-27.9233,24.221799999981,0
320,320,-27.9233,25.2217999999837,0
321,321,-27.9233,26.2217999999865,0
322,322,-27.9233,27.2217999999892,0
323,323,-27.9233,28.2217999999919,0
324,324,-27.9233,29.2217999999946,0
325,325,-27.9233,30.2217999999973,0
326,326,-26.9233,31.2218,0
327,327,-25.9233,31.2218,0
328,328,-24.9233,31.2218,0
329,329,41.0767,31.2218,0
330,330,42.0767,31.2218,0
331,331,43.0767,31.2218,0
332,332,44.0767,30.2218000000028,0
333,333,44.0767,29.2218000000056,0
334,334,44.0767,28.2218000000083,0
335,335,44.0767,27.2218000000111,0
336,336,44.0767,26.2218000000139,0
337,337,44.0767,25.2218000000166,0
338,338,44.0767,24.2218000000194,0
339,339,44.0767,23.2218000000222,0
340,340,44.0767,22.221800000025,0
341,341,44.0767,21.2218000000277,0
342,342,44.0767,20.2218000000305,0
343,343,44.0767,19.2218000000333,0
344,344,44.0767,18.2218000000361,0
345,345,44.0767,17.2218000000388,0
346,346,44.0767,16.2218000000416,0
347,347,44.0767,15.2218000000444,0
348,348,44.0767,14.2218000000471,0
349,349,44.0767,13.2218000000499,0
350,350,44.0767,12.2218000000527,0
351,351,44.0767,11.2218000000555,0
352,352,44.0767,10.2218000000582,0
353,353,44.0767,9.221800000061,0
354,354,44.0767,8.22180000006377,0
355,355,44.0767,7.22180000006654,0
356,356,44.0767,6.22180000006931,0
357,357,44.0767,5.22180000007208,0
358,358,44.0767,4.22180000007485,0
359,359,44.0767,3.22180000007762,0
360,360,44.0767,2.22180000008039,0
361,361,44.0767,1.22180000008316,0
362,362,44.0767,0.221800000085935,0
363,363,44.0767,-0.77819999991199,0
364,364,44.0767,-1.77819999991407,0
365,365,44.0767,-2.77819999991684,0
366,366,44.0767,-3.77819999991962,0
367,367,44.0767,-4.77819999992239,0
368,368,44.0767,-5.77819999992516,0
369,369,44.0767,-6.77819999992793,0
370,370,44.0767,-7.7781999999307,0
371,371,44.0767,-8.77819999993347,0
372,372,44.0767,-9.77819999993625,0
373,373,44.0767,-10.778199999939,0
374,374,44.0767,-11.7781999999418,0
375,375,44.0767,-12.7781999999446,0
376,376,44.0767,-13.7781999999473,0
377,377,44.0767,-14.7781999999501,0
378,378,44.0767,-15.7781999999529,0
379,379,44.0767,-16.7781999999557,0
380,380,44.0767,-17.7781999999584,0
381,381,44.0767,-18.7781999999612,0
382,382,44.0767,-19.778199999964,0
383,383,44.0767,-20.7781999999667,0
384,384,44.0767,-21.7781999999695,0
385,385,44.0767,-22.7781999999723,0
386,386,44.0767,-23.778199999975,0
387,387,44.0767,-24.7781999999778,0
388,388,44.0767,-25.7781999999806,0
389,389,44.0767,-26.7781999999834,0
390,390,44.0767,-27.7781999999861,0
391,391,44.0767,-28.7781999999889,0
392,392,44.0767,-29.7781999999917,0
393,393,44.0767,-30.7781999999944,0
394,394,44.0767,-31.7781999999972,0
395,395,43.0767,-32.7782,0
396,396,42.0767,-32.7782,0
397,397,41.0767,-32.7782,0
398,398,-22.923299999998,30.2218000000027,0
399,399,-22.9232999999981,29.2218000000054,0
400,400,-22.9232999999981,28.2218000000081,0
401,401,-22.9232999999982,27.2218000000107,0
402,402,-22.9232999999983,26.2218000000134,0
403,403,-22.9232999999983,25.2218000000161,0
404,404,-22.9232999999984,24.2218000000188,0
405,405,-22.9232999999985,23.2218000000215,0
406,406,-22.9232999999986,22.2218000000242,0
407,407,-22.9232999999987,21.2218000000269,0
408,408,-22.9232999999987,20.2218000000296,0
409,409,-22.9232999999988,19.2218000000323,0
410,410,-22.9232999999989,18.2218000000349,0
411,411,-22.923299999999,17.2218000000376,0
412,412,-22.923299999999,16.2218000000403,0
413,413,-22.9232999999991,15.221800000043,0
414,414,-22.9232999999992,14.2218000000457,0
415,415,-22.9232999999993,13.2218000000484,0
416,416,-22.9232999999993,12.2218000000511,0
417,417,-22.9232999999994,11.2218000000538,0
418,418,-22.9232999999995,10.2218000000564,0
419,419,-22.9232999999996,9.22180000005911,0
420,420,-22.9232999999996,8.2218000000618,0
421,421,-22.9232999999997,7.22180000006449,0
422,422,-22.9232999999998,6.22180000006717,0
423,423,-22.9232999999999,5.22180000006986,0
424,424,-22.9232999999999,4.22180000007254,0
425,425,-22.9233,3.22180000007522,0
426,426,-22.9233000000001,2.22180000007791,0
427,427,-22.9233000000002,1.2218000000806,0
428,428,-22.9233000000002,0.221800000083277,0
429,429,-22.9233000000003,-0.778199999914712,0
430,430,-22.9233000000004,-1.77819999991672,0
431,431,-22.9233000000005,-2.77819999991941,0
432,432,-22.9233000000005,-3.77819999992209,0
433,433,-22.9233000000006,-4.77819999992478,0
434,434,-22.9233000000007,-5.77819999992746,0
435,435,-22.9233000000008,-6.77819999993014,0
436,436,-22.9233000000008,-7.77819999993283,0
437,437,-22.9233000000009,-8.77819999993551,0
438,438,-22.923300000001,-9.77819999993821,0
439,439,-22.9233000000011,-10.7781999999409,0
440,440,-22.9233000000011,-11.7781999999436,0
441,441,-22.9233000000012,-12.7781999999462,0
442,442,-22.9233000000013,-13.7781999999489,0
443,443,-22.9233000000014,-14.7781999999516,0
444,444,-22.9233000000015,-15.7781999999543,0
445,445,-22.9233000000015,-16.778199999957,0
446,446,-22.9233000000016,-17.7781999999597,0
447,447,-22.9233000000017,-18.7781999999624,0
448,448,-22.9233000000017,-19.778199999965,0
449,449,-22.9233000000018,-20.7781999999677,0
450,450,-22.9233000000019,-21.7781999999704,0
451,451,-22.923300000002,-22.7781999999731,0
452,452,-22.9233000000021,-23.7781999999758,0
453,453,-22.9233000000021,-24.7781999999785,0
454,454,-22.9233000000022,-25.7781999999811,0
455,455,-22.9233000000023,-26.7781999999838,0
456,456,-22.9233000000024,-27.7781999999865,0
457,457,-22.9233000000024,-28.7781999999892,0
458,458,-22.9233000000025,-29.7781999999919,0
459,459,-22.9233000000026,-30.7781999999946,0
460,460,-22.9233000000027,-31.7781999999972,0
461,461,-21.923299999996,30.2218000000026,0
462,462,-21.9232999999961,29.2218000000052,0
463,463,-21.9232999999962,28.2218000000078,0
464,464,-21.9232999999964,27.2218000000104,0
465,465,-21.9232999999965,26.221800000013,0
466,466,-21.9232999999967,25.2218000000156,0
467,467,-21.9232999999969,24.2218000000182,0
468,468,-21.923299999997,23.2218000000208,0
469,469,-21.9232999999971,22.2218000000234,0
470,470,-21.9232999999973,21.221800000026,0
471,471,-21.9232999999975,20.2218000000286,0
472,472,-21.9232999999976,19.2218000000312,0
473,473,-21.9232999999978,18.2218000000338,0
474,474,-21.9232999999979,17.2218000000364,0
475,475,-21.9232999999981,16.221800000039,0
476,476,-21.9232999999982,15.2218000000416,0
477,477,-21.9232999999984,14.2218000000442,0
478,478,-21.9232999999985,13.2218000000468,0
479,479,-21.9232999999987,12.2218000000494,0
480,480,-21.9232999999988,11.221800000052,0
481,481,-21.923299999999,10.2218000000546,0
482,482,-21.9232999999991,9.22180000005723,0
483,483,-21.9232999999993,8.22180000005983,0
484,484,-21.9232999999994,7.22180000006243,0
485,485,-21.9232999999996,6.22180000006503,0
486,486,-21.9232999999997,5.22180000006763,0
487,487,-21.9232999999999,4.22180000007023,0
488,488,-21.9233,3.22180000007282,0
489,489,-21.9233000000002,2.22180000007543,0
490,490,-21.9233000000003,1.22180000007802,0
491,491,-21.9233000000005,0.221800000080627,0
492,492,-21.9233000000006,-0.77819999991743,0
493,493,-21.9233000000008,-1.77819999991938,0
494,494,-21.9233000000009,-2.77819999992198,0
495,495,-21.9233000000011,-3.77819999992457,0
496,496,-21.9233000000012,-4.77819999992717,0
497,497,-21.9233000000014,-5.77819999992976,0
498,498,-21.9233000000015,-6.77819999993235,0
499,499,-21.9233000000017,-7.77819999993496,0
500,500,-21.9233000000018,-8.77819999993755,0
501,501,-21.923300000002,-9.77819999994016,0
502,502,-21.9233000000021,-10.7781999999427,0
503,503,-21.9233000000023,-11.7781999999454,0
504,504,-21.9233000000024,-12.7781999999479,0
505,505,-21.9233000000026,-13.7781999999505,0
506,506,-21.9233000000028,-14.7781999999531,0
507,507,-21.9233000000029,-15.7781999999557,0
508,508,-21.923300000003,-16.7781999999583,0
509,509,-21.9233000000032,-17.7781999999609,0
510,510,-21.9233000000034,-18.7781999999635,0
511,511,-21.9233000000035,-19.7781999999661,0
512,512,-21.9233000000037,-20.7781999999687,0
513,513,-21.9233000000038,-21.7781999999713,0
514,514,-21.923300000004,-22.7781999999739,0
515,515,-21.9233000000041,-23.7781999999765,0
516,516,-21.9233000000043,-24.7781999999791,0
517,517,-21.9233000000044,-25.7781999999817,0
518,518,-21.9233000000046,-26.7781999999843,0
519,519,-21.9233000000047,-27.7781999999869,0
520,520,-21.9233000000049,-28.7781999999895,0
521,521,-21.923300000005,-29.7781999999921,0
522,522,-21.9233000000052,-30.7781999999947,0
523,523,-21.9233000000053,-31.7781999999973,0
524,524,-20.9232999999939,30.2218000000025,0
525,525,-20.9232999999941,29.221800000005,0
526,526,-20.9232999999944,28.2218000000076,0
527,527,-20.9232999999946,27.2218000000101,0
528,528,-20.9232999999948,26.2218000000126,0
529,529,-20.923299999995,25.2218000000151,0
530,530,-20.9232999999953,24.2218000000176,0
531,531,-20.9232999999955,23.2218000000201,0
532,532,-20.9232999999957,22.2218000000226,0
533,533,-20.923299999996,21.2218000000252,0
534,534,-20.9232999999962,20.2218000000277,0
535,535,-20.9232999999964,19.2218000000302,0
536,536,-20.9232999999967,18.2218000000327,0
537,537,-20.9232999999969,17.2218000000352,0
538,538,-20.9232999999971,16.2218000000377,0
539,539,-20.9232999999973,15.2218000000403,0
540,540,-20.9232999999975,14.2218000000428,0
541,541,-20.9232999999978,13.2218000000453,0
542,542,-20.923299999998,12.2218000000478,0
543,543,-20.9232999999982,11.2218000000503,0
544,544,-20.9232999999984,10.2218000000528,0
545,545,-20.9232999999987,9.22180000005535,0
546,546,-20.9232999999989,8.22180000005785,0
547,547,-20.9232999999991,7.22180000006037,0
548,548,-20.9232999999994,6.22180000006289,0
549,549,-20.9232999999996,5.2218000000654,0
550,550,-20.9232999999998,4.22180000006791,0
551,551,-20.9233,3.22180000007042,0
552,552,-20.9233000000003,2.22180000007294,0
553,553,-20.9233000000005,1.22180000007545,0
554,554,-20.9233000000007,0.22180000007797,0
555,555,-20.923300000001,-0.778199999920153,0
556,556,-20.9233000000012,-1.77819999992203,0
557,557,-20.9233000000014,-2.77819999992454,0
558,558,-20.9233000000016,-3.77819999992705,0
559,559,-20.9233000000018,-4.77819999992956,0
560,560,-20.9233000000021,-5.77819999993207,0
561,561,-20.9233000000023,-6.77819999993458,0
562,562,-20.9233000000025,-7.77819999993708,0
563,563,-20.9233000000028,-8.77819999993959,0
564,564,-20.923300000003,-9.77819999994211,0
565,565,-20.9233000000032,-10.7781999999446,0
566,566,-20.9233000000034,-11.7781999999471,0
567,567,-20.9233000000037,-12.7781999999496,0
568,568,-20.9233000000039,-13.7781999999521,0
569,569,-20.9233000000041,-14.7781999999546,0
570,570,-20.9233000000044,-15.7781999999572,0
571,571,-20.9233000000046,-16.7781999999597,0
572,572,-20.9233000000048,-17.7781999999622,0
573,573,-20.923300000005,-18.7781999999647,0
574,574,-20.9233000000053,-19.7781999999672,0
575,575,-20.9233000000055,-20.7781999999697,0
576,576,-20.9233000000057,-21.7781999999722,0
577,577,-20.9233000000059,-22.7781999999747,0
578,578,-20.9233000000062,-23.7781999999772,0
579,579,-20.9233000000064,-24.7781999999797,0
580,580,-20.9233000000066,-25.7781999999822,0
581,581,-20.9233000000069,-26.7781999999848,0
582,582,-20.9233000000071,-27.7781999999873,0
583,583,-20.9233000000073,-28.7781999999898,0
584,584,-20.9233000000075,-29.7781999999923,0
585,585,-20.9233000000078,-30.7781999999948,0
586,586,-20.923300000008,-31.7781999999973,0
587,587,-19.9232999999919,30.2218000000024,0
588,588,-19.9232999999922,29.2218000000049,0
589,589,-19.9232999999925,28.2218000000073,0
590,590,-19.9232999999928,27.2218000000097,0
591,591,-19.9232999999931,26.2218000000121,0
592,592,-19.9232999999934,25.2218000000146,0
593,593,-19.9232999999937,24.221800000017,0
594,594,-19.923299999994,23.2218000000194,0
595,595,-19.9232999999943,22.2218000000219,0
596,596,-19.9232999999946,21.2218000000243,0
597,597,-19.9232999999949,20.2218000000267,0
598,598,-19.9232999999952,19.2218000000292,0
599,599,-19.9232999999955,18.2218000000316,0
600,600,-19.9232999999958,17.221800000034,0
601,601,-19.9232999999961,16.2218000000365,0
602,602,-19.9232999999964,15.2218000000389,0
603,603,-19.9232999999967,14.2218000000413,0
604,604,-19.923299999997,13.2218000000437,0
605,605,-19.9232999999973,12.2218000000462,0
606,606,-19.9232999999976,11.2218000000486,0
607,607,-19.9232999999979,10.221800000051,0
608,608,-19.9232999999982,9.22180000005346,0
609,609,-19.9232999999985,8.22180000005589,0
610,610,-19.9232999999989,7.22180000005832,0
611,611,-19.9232999999991,6.22180000006075,0
612,612,-19.9232999999995,5.22180000006317,0
613,613,-19.9232999999998,4.2218000000656,0
614,614,-19.9233000000001,3.22180000006803,0
615,615,-19.9233000000004,2.22180000007046,0
616,616,-19.9233000000007,1.22180000007288,0
617,617,-19.923300000001,0.22180000007531,0
618,618,-19.9233000000013,-0.778199999922871,0
619,619,-19.9233000000016,-1.77819999992468,0
620,620,-19.9233000000019,-2.77819999992711,0
621,621,-19.9233000000022,-3.77819999992953,0
622,622,-19.9233000000025,-4.77819999993195,0
623,623,-19.9233000000028,-5.77819999993437,0
624,624,-19.9233000000031,-6.77819999993679,0
625,625,-19.9233000000034,-7.77819999993921,0
626,626,-19.9233000000037,-8.77819999994163,0
627,627,-19.923300000004,-9.77819999994406,0
628,628,-19.9233000000043,-10.7781999999465,0
629,629,-19.9233000000046,-11.7781999999489,0
630,630,-19.9233000000049,-12.7781999999513,0
631,631,-19.9233000000052,-13.7781999999537,0
632,632,-19.9233000000055,-14.7781999999562,0
633,633,-19.9233000000058,-15.7781999999586,0
634,634,-19.9233000000061,-16.778199999961,0
635,635,-19.9233000000064,-17.7781999999634,0
636,636,-19.9233000000067,-18.7781999999658,0
637,637,-19.923300000007,-19.7781999999683,0
638,638,-19.9233000000073,-20.7781999999707,0
639,639,-19.9233000000076,-21.7781999999731,0
640,640,-19.9233000000079,-22.7781999999755,0
641,641,-19.9233000000082,-23.7781999999779,0
642,642,-19.9233000000085,-24.7781999999804,0
643,643,-19.9233000000088,-25.7781999999828,0
644,644,-19.9233000000091,-26.7781999999852,0
645,645,-19.9233000000094,-27.7781999999876,0
646,646,-19.9233000000097,-28.7781999999901,0
647,647,-19.92330000001,-29.7781999999925,0
648,648,-19.9233000000103,-30.7781999999949,0
649,649,-19.9233000000106,-31.7781999999973,0
650,650,-18.9232999999899,30.2218000000023,0
651,651,-18.9232999999902,29.2218000000047,0
652,652,-18.9232999999906,28.221800000007,0
653,653,-18.923299999991,27.2218000000094,0
654,654,-18.9232999999914,26.2218000000117,0
655,655,-18.9232999999918,25.2218000000141,0
656,656,-18.9232999999921,24.2218000000164,0
657,657,-18.9232999999925,23.2218000000187,0
658,658,-18.9232999999929,22.2218000000211,0
